,Accuracy,Val_Accuracy,Loss,Val_Loss
0,0.17000000178813934,0.2666666805744171,1.934106707572937,1.7464042901992798
1,0.23999999463558197,0.20000000298023224,1.8158619403839111,1.74936842918396
2,0.18000000715255737,0.20000000298023224,1.8173702955245972,1.75827956199646
3,0.17000000178813934,0.20000000298023224,1.781966209411621,1.7561821937561035
4,0.20000000298023224,0.20000000298023224,1.780075192451477,1.7236826419830322
5,0.20999999344348907,0.3333333432674408,1.7603553533554077,1.7185242176055908
6,0.23000000417232513,0.2666666805744171,1.7518548965454102,1.7104703187942505
7,0.25999999046325684,0.2666666805744171,1.7300692796707153,1.69469153881073
8,0.2800000011920929,0.20000000298023224,1.707830786705017,1.6769050359725952
9,0.25999999046325684,0.3333333432674408,1.665364384651184,1.6069328784942627
10,0.25999999046325684,0.3333333432674408,1.6386836767196655,1.5747301578521729
11,0.3499999940395355,0.3333333432674408,1.5708659887313843,1.4929176568984985
12,0.36000001430511475,0.4000000059604645,1.5436506271362305,1.4617186784744263
13,0.46000000834465027,0.5333333611488342,1.4772331714630127,1.38746976852417
14,0.4699999988079071,0.6000000238418579,1.3995481729507446,1.2433336973190308
15,0.47999998927116394,0.6000000238418579,1.3167260885238647,1.2130650281906128
16,0.5600000023841858,0.46666666865348816,1.251348853111267,1.2177749872207642
17,0.5299999713897705,0.5333333611488342,1.2248517274856567,1.2154617309570312
18,0.5600000023841858,0.3333333432674408,1.1645710468292236,1.2837517261505127
19,0.6399999856948853,0.46666666865348816,1.086344838142395,1.1402428150177002
20,0.6600000262260437,0.7333333492279053,1.020042061805725,1.0786609649658203
21,0.75,0.7333333492279053,0.933127224445343,0.9804006218910217
22,0.7200000286102295,0.7333333492279053,0.8491984009742737,0.9333661198616028
23,0.8600000143051147,0.800000011920929,0.7331035733222961,0.8472123742103577
24,0.8399999737739563,0.8666666746139526,0.706122875213623,0.8043228387832642
25,0.8899999856948853,0.8666666746139526,0.6342541575431824,0.7407498955726624
26,0.8600000143051147,0.8666666746139526,0.5979793667793274,0.6735916137695312
27,0.8500000238418579,0.800000011920929,0.6120618581771851,0.6381377577781677
28,0.8700000047683716,0.9333333373069763,0.5674270391464233,0.6385312676429749
29,0.9200000166893005,0.8666666746139526,0.5313404202461243,0.582201361656189
30,0.9200000166893005,0.8666666746139526,0.47002899646759033,0.5373213291168213
31,0.9300000071525574,0.9333333373069763,0.451788067817688,0.5407154560089111
32,0.949999988079071,0.9333333373069763,0.4275203347206116,0.4539508819580078
33,0.9599999785423279,0.9333333373069763,0.37667930126190186,0.43393078446388245
